Player,Tm,Opp,Res,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Data
Ousmane Dieng,OKC,CHI,W,20.43,2,7,0.286,0,4,0.0,2,3,0.667,0,6,6,1,0,1,0,0,6,4.7,2024-10-26
Jamal Shead,TOR,MIN,L,18.88,2,4,0.5,1,2,0.5,0,0,0.0,0,0,0,5,0,0,1,2,5,4.7,2024-10-26
Carlton Carrington,WAS,CLE,L,25.28,2,8,0.25,2,4,0.5,4,4,1.0,0,2,2,4,0,0,2,5,10,4.6,2024-10-26
Luguentz Dort,OKC,CHI,W,24.73,2,5,0.4,1,3,0.333,2,2,1.0,0,2,2,1,0,0,1,0,7,4.6,2024-10-26
Tobias Harris,DET,BOS,L,31.48,2,11,0.182,0,5,0.0,4,4,1.0,2,9,11,3,1,1,2,6,8,4.6,2024-10-26
Isaac Okoro,CLE,WAS,W,18.9,0,4,0.0,0,1,0.0,3,5,0.6,3,2,5,1,2,2,1,2,3,4.4,2024-10-26
Jaxson Hayes,LAL,SAC,W,14.47,2,2,1.0,0,0,0.0,0,0,0.0,1,1,2,1,0,0,0,2,4,4.3,2024-10-26
Caleb Houstan,ORL,MEM,L,4.88,2,3,0.667,2,3,0.667,0,0,0.0,0,0,0,0,0,0,0,1,6,4.3,2024-10-26
Isaiah Joe,OKC,CHI,W,11.8,2,4,0.5,2,4,0.5,0,0,0.0,0,1,1,1,0,0,0,2,6,4.2,2024-10-26
Xavier Tillman,BOS,DET,W,18.12,1,2,0.5,1,2,0.5,0,0,0.0,1,2,3,1,2,0,1,2,3,4.2,2024-10-26
Alex Caruso,OKC,CHI,W,21.67,1,5,0.2,1,3,0.333,0,0,0.0,0,2,2,2,2,2,0,3,3,4.1,2024-10-26
Zach Edey,MEM,ORL,W,13.37,3,4,0.75,1,1,1.0,0,0,0.0,0,1,1,0,0,0,0,4,7,4.1,2024-10-26
Trey Lyles,SAC,LAL,L,18.62,1,6,0.167,1,6,0.167,2,2,1.0,1,3,4,1,1,1,0,3,5,4.0,2024-10-26
Derrick Jones,LAC,DEN,W,26.77,4,8,0.5,1,4,0.25,0,0,0.0,0,1,1,1,1,1,3,2,9,3.9,2024-10-26
Ajay Mitchell,OKC,CHI,W,15.72,2,5,0.4,0,0,0.0,0,0,0.0,0,1,1,3,2,0,1,2,4,3.9,2024-10-26
Alperen Sengun,HOU,SAS,L,22.03,2,8,0.25,1,2,0.5,1,2,0.5,1,4,5,2,2,0,1,3,6,3.9,2024-10-26
Nicolas Batum,LAC,DEN,W,21.5,0,0,0.0,0,0,0.0,1,2,0.5,1,3,4,3,0,1,0,3,1,3.8,2024-10-26
Goga Bitadze,ORL,MEM,L,5.08,1,1,1.0,0,0,0.0,0,0,0.0,1,0,1,1,0,1,0,0,2,3.8,2024-10-26
Chris Paul,SAS,HOU,W,26.53,1,3,0.333,1,2,0.5,0,0,0.0,0,0,0,9,1,0,4,2,3,3.8,2024-10-26
Aaron Wiggins,OKC,CHI,W,15.72,4,7,0.571,0,2,0.0,0,0,0.0,1,2,3,1,1,0,2,5,8,3.7,2024-10-26
Moussa DiabatÃ©,CHO,MIA,L,7.87,2,2,1.0,0,0,0.0,1,2,0.5,2,0,2,0,0,0,1,2,5,3.6,2024-10-26
Davion Mitchell,TOR,MIN,L,28.8,0,5,0.0,0,1,0.0,0,0,0.0,0,2,2,8,1,1,0,2,0,3.6,2024-10-26
Chris Duarte,CHI,OKC,L,4.43,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,1,0,0,0,0,3,3.4,2024-10-26
Cory Joseph,ORL,MEM,L,4.88,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,1,0,0,0,0,3,3.4,2024-10-26
Stephon Castle,SAS,HOU,W,26.52,2,8,0.25,0,2,0.0,4,6,0.667,0,1,1,3,2,1,3,3,8,3.3,2024-10-26
Adam Flagler,OKC,CHI,W,3.2,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,0,1,0,0,1,3,3.3,2024-10-26
Ron Holland,DET,BOS,L,6.22,2,4,0.5,1,3,0.333,0,0,0.0,0,1,1,1,0,0,0,2,5,3.2,2024-10-26
Grant Williams,CHO,MIA,L,19.3,2,7,0.286,2,5,0.4,1,2,0.5,1,1,2,1,1,0,2,0,7,3.2,2024-10-26
Jalen Smith,CHI,OKC,L,11.05,1,4,0.25,1,2,0.5,1,2,0.5,2,4,6,0,0,0,0,2,4,3.0,2024-10-26
Jonathan Mogbo,TOR,MIN,L,8.9,1,3,0.333,0,0,0.0,0,0,0.0,1,2,3,1,2,0,1,1,2,2.9,2024-10-26
Jabari Smith,HOU,SAS,L,31.97,3,10,0.3,1,4,0.25,0,0,0.0,2,5,7,1,1,0,1,5,7,2.8,2024-10-26
Cole Anthony,ORL,MEM,L,7.6,2,3,0.667,0,1,0.0,0,0,0.0,0,0,0,2,1,0,2,1,4,2.7,2024-10-26
Wendell Carter,ORL,MEM,L,30.73,1,6,0.167,0,3,0.0,1,2,0.5,5,5,10,2,0,1,2,3,3,2.7,2024-10-26
Luke Kornet,BOS,DET,W,19.32,0,1,0.0,0,0,0.0,0,0,0.0,3,1,4,3,1,1,2,2,0,2.7,2024-10-26
Craig Porter,CLE,WAS,W,3.37,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,1,0,2,0,0,0,2.7,2024-10-26
Georges Niang,CLE,WAS,W,21.23,1,7,0.143,1,6,0.167,0,0,0.0,3,3,6,1,1,0,0,2,3,2.4,2024-10-26
Patrick Baldwin,WAS,CLE,L,5.32,1,2,0.5,0,0,0.0,0,0,0.0,0,2,2,0,0,1,0,0,2,2.3,2024-10-26
Joe Ingles,MIN,TOR,W,5.6,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,4,0,0,0,3,0,2.3,2024-10-26
Naji Marshall,DAL,PHO,L,15.97,1,5,0.2,0,2,0.0,0,0,0.0,1,1,2,3,1,0,0,2,2,2.2,2024-10-26
Mason Plumlee,PHO,DAL,W,9.95,1,1,1.0,0,0,0.0,1,2,0.5,0,1,1,1,0,0,0,3,3,2.1,2024-10-26
Collin Gillespie,PHO,DAL,W,3.43,1,2,0.5,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,0,3,2.0,2024-10-26
Patrick Williams,CHI,OKC,L,26.38,1,8,0.125,1,4,0.25,0,0,0.0,2,6,8,2,1,0,1,1,3,2.0,2024-10-26
Maxi Kleber,DAL,PHO,L,15.78,1,2,0.5,0,1,0.0,0,0,0.0,0,1,1,2,0,0,0,2,2,1.9,2024-10-26
Kai Jones,LAC,DEN,W,3.73,0,0,0.0,0,0,0.0,0,0,0.0,1,1,2,0,0,1,0,0,0,1.7,2024-10-26
Mac McClung,ORL,MEM,L,4.88,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,2,0,0,0,0,0,1.7,2024-10-26
Max Christie,LAL,SAC,W,17.9,1,4,0.25,0,2,0.0,0,0,0.0,0,0,0,4,2,0,2,2,2,1.6,2024-10-26
Dean Wade,CLE,WAS,W,18.75,1,4,0.25,0,3,0.0,0,0,0.0,0,5,5,1,1,0,0,3,2,1.6,2024-10-26
Blake Wesley,SAS,HOU,W,6.05,1,3,0.333,0,0,0.0,0,0,0.0,0,1,1,2,0,0,0,1,2,1.6,2024-10-26
Kentavious Caldwell-Pope,ORL,MEM,L,28.25,1,6,0.167,0,4,0.0,1,1,1.0,0,2,2,1,2,1,1,2,3,1.4,2024-10-26
Duncan Robinson,MIA,CHO,W,15.38,2,8,0.25,0,5,0.0,0,0,0.0,0,0,0,1,0,2,0,0,4,1.3,2024-10-26
Damion Lee,PHO,DAL,W,17.67,1,3,0.333,0,2,0.0,0,0,0.0,0,3,3,2,0,0,1,1,2,1.2,2024-10-26
Jevon Carter,CHI,OKC,L,4.43,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,1,1,0,0,0,0,1.0,2024-10-26
Talen Horton-Tucker,CHI,OKC,L,4.43,0,0,0.0,0,0,0.0,2,2,1.0,1,1,2,0,0,0,2,0,2,1.0,2024-10-26
Johnny Davis,WAS,CLE,L,6.22,1,3,0.333,0,0,0.0,0,0,0.0,1,0,1,1,0,0,0,2,2,0.9,2024-10-26
Chris Boucher,TOR,MIN,L,15.98,2,8,0.25,0,4,0.0,0,2,0.0,1,8,9,0,0,0,0,2,4,0.7,2024-10-26
Dalen Terry,CHI,OKC,L,4.43,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,2,0.7,2024-10-26
Coby White,CHI,OKC,L,29.8,3,12,0.25,0,9,0.0,3,6,0.5,0,4,4,3,1,0,3,3,9,0.7,2024-10-26
P.J. Washington,DAL,PHO,L,35.28,2,10,0.2,1,5,0.2,0,0,0.0,2,4,6,0,1,1,1,4,5,0.5,2024-10-26
Matas Buzelis,CHI,OKC,L,7.12,1,3,0.333,0,0,0.0,1,2,0.5,1,0,1,0,0,0,1,1,3,0.2,2024-10-26
Amir Coffey,LAC,DEN,W,23.68,0,5,0.0,0,3,0.0,0,0,0.0,1,1,2,3,1,0,0,1,0,0.2,2024-10-26
Amen Thompson,HOU,SAS,L,19.9,0,3,0.0,0,2,0.0,1,2,0.5,2,2,4,2,0,0,1,2,1,0.1,2024-10-26
Gary Harris,ORL,MEM,L,4.42,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2024-10-26
Dillon Jones,OKC,CHI,W,3.9,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,1,0,0,0.0,2024-10-26
Jordan McLaughlin,SAC,LAL,L,3.18,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2024-10-26
Dwight Powell,DAL,PHO,L,1.02,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2024-10-26
Olivier-Maxence Prosper,DAL,PHO,L,1.02,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2024-10-26
Kyshawn George,WAS,CLE,L,26.55,0,7,0.0,0,4,0.0,2,4,0.5,2,2,4,4,0,4,2,5,2,-0.1,2024-10-26
Quentin Grimes,DAL,PHO,L,5.77,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,2,0,-0.2,2024-10-26
D.J. Carton,TOR,MIN,L,9.43,1,2,0.5,0,0,0.0,1,1,1.0,0,2,2,0,0,0,3,0,3,-0.4,2024-10-26
Alex Ducas,OKC,CHI,W,3.2,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.7,2024-10-26
Tidjane SalaÃ¼n ,CHO,MIA,L,8.63,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,1,0,1,1,0,-0.8,2024-10-26
Dru Smith,MIA,CHO,W,2.85,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,1,0,0,1,3,0,-0.8,2024-10-26
Russell Westbrook,DEN,LAC,L,19.1,0,8,0.0,0,3,0.0,2,2,1.0,0,1,1,2,2,1,0,4,2,-0.8,2024-10-26
Peyton Watson,DEN,LAC,L,11.77,0,3,0.0,0,1,0.0,1,2,0.5,0,0,0,0,1,0,0,1,1,-0.9,2024-10-26
Jazian Gortman,DAL,PHO,L,1.02,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,-1.0,2024-10-26
Trevelin Queen,ORL,MEM,L,3.05,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,-1.0,2024-10-26
Dario Å ariÄ,DEN,LAC,L,11.23,0,2,0.0,0,0,0.0,0,0,0.0,1,1,2,0,0,0,0,2,0,-1.2,2024-10-26
Gabe Vincent,LAL,SAC,W,12.62,1,6,0.167,0,4,0.0,0,0,0.0,0,0,0,0,1,0,0,1,2,-1.2,2024-10-26
Lonzo Ball,CHI,OKC,L,15.57,1,6,0.167,1,5,0.2,0,0,0.0,0,5,5,1,0,0,2,2,3,-1.4,2024-10-26
Reed Sheppard,HOU,SAS,L,6.4,0,2,0.0,0,1,0.0,0,0,0.0,0,1,1,1,0,0,1,0,0,-1.4,2024-10-26
Jaylon Tyson,CLE,WAS,W,7.88,1,3,0.333,1,1,1.0,0,0,0.0,0,1,1,0,0,0,1,5,3,-1.4,2024-10-26
Terance Mann,LAC,DEN,W,20.88,0,4,0.0,0,2,0.0,0,0,0.0,1,2,3,1,0,0,0,2,0,-1.6,2024-10-26
Oso Ighodaro,PHO,DAL,W,7.08,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,1,1,0,-1.8,2024-10-26
Alex Len,SAC,LAL,L,9.28,0,2,0.0,0,1,0.0,0,0,0.0,0,2,2,1,0,1,2,1,0,-1.8,2024-10-26
Vasilije MiciÄ,CHO,MIA,L,9.73,0,3,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,1,0,-1.8,2024-10-26
Ayo Dosunmu,CHI,OKC,L,24.2,1,11,0.091,1,9,0.111,0,0,0.0,0,5,5,6,0,0,2,4,3,-2.2,2024-10-26
Yuki Kawamura,MEM,ORL,W,2.07,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,-2.4,2024-10-26
Tristan Thompson,CLE,WAS,W,5.32,0,0,0.0,0,0,0.0,0,4,0.0,0,1,1,0,0,0,1,1,0,-2.7,2024-10-26
Jaden Hardy,DAL,PHO,L,13.27,0,4,0.0,0,3,0.0,0,0,0.0,0,1,1,0,0,0,0,1,0,-2.9,2024-10-26
Kevin Porter,LAC,DEN,W,14.8,2,10,0.2,0,3,0.0,0,0,0.0,1,1,2,1,0,0,2,1,4,-2.9,2024-10-26
Shai Gilgeous-Alexander,OKC,ATL,W,36.02,11,24,0.458,3,8,0.375,10,11,0.909,2,9,11,9,3,3,1,3,35,35.5,2024-10-27
Tyrese Maxey,PHI,IND,W,47.78,14,32,0.438,5,17,0.294,12,15,0.8,0,4,4,4,1,2,5,3,45,27.2,2024-10-27
Chet Holmgren,OKC,ATL,W,33.28,8,12,0.667,3,5,0.6,6,8,0.75,2,7,9,4,1,6,3,2,25,26.7,2024-10-27
Dennis SchrÃ¶der,BRK,MIL,W,34.52,8,15,0.533,5,8,0.625,8,8,1.0,0,4,4,6,1,0,2,3,29,24.9,2024-10-27
Cam Thomas,BRK,MIL,W,34.98,10,21,0.476,2,8,0.25,10,11,0.909,1,4,5,2,2,0,2,0,32,24.2,2024-10-27
Ivica Zubac,LAC,GSW,W,37.52,10,19,0.526,0,0,0.0,3,4,0.75,6,12,18,6,2,1,4,1,23,23.6,2024-10-27
Andrew Wiggins,GSW,LAC,L,29.13,11,15,0.733,5,8,0.625,2,3,0.667,0,3,3,0,1,1,1,2,29,23.3,2024-10-27
Anfernee Simons,POR,NOP,W,32.83,8,17,0.471,5,10,0.5,6,6,1.0,0,2,2,6,2,0,2,0,27,23.1,2024-10-27
Jerami Grant,POR,NOP,W,28.62,9,17,0.529,2,7,0.286,8,12,0.667,1,4,5,2,2,4,3,3,28,22.0,2024-10-27
Giannis Antetokounmpo,MIL,BRK,L,33.32,7,11,0.636,0,0,0.0,8,11,0.727,1,11,12,7,1,1,4,3,22,21.3,2024-10-27
CJ McCollum,NOP,POR,L,35.85,10,21,0.476,3,10,0.3,4,6,0.667,0,4,4,3,4,0,3,2,27,19.0,2024-10-27
Deandre Ayton,POR,NOP,W,30.9,7,9,0.778,1,1,1.0,2,2,1.0,6,6,12,0,0,1,2,2,17,17.4,2024-10-27
Jalen Williams,OKC,ATL,W,32.88,8,17,0.471,0,3,0.0,4,8,0.5,2,7,9,5,2,0,0,4,20,17.1,2024-10-27
James Harden,LAC,GSW,W,35.65,6,19,0.316,2,12,0.167,9,9,1.0,1,6,7,11,0,0,5,1,23,16.9,2024-10-27
Pascal Siakam,IND,PHI,L,40.12,7,11,0.636,2,4,0.5,1,2,0.5,0,5,5,6,0,1,1,2,17,16.3,2024-10-27
Derrick Jones,LAC,GSW,W,35.42,7,10,0.7,3,4,0.75,1,2,0.5,4,0,4,0,2,0,2,2,18,15.4,2024-10-27
Bobby Portis,MIL,BRK,L,26.85,7,14,0.5,1,4,0.25,1,1,1.0,2,8,10,2,0,1,0,0,16,14.9,2024-10-27
Stephen Curry,GSW,LAC,L,26.7,6,11,0.545,4,7,0.571,2,2,1.0,0,4,4,6,2,1,6,1,18,14.4,2024-10-27
Toumani Camara,POR,NOP,W,33.65,5,8,0.625,2,3,0.667,0,1,0.0,2,1,3,4,2,0,0,3,12,13.3,2024-10-27
Damian Lillard,MIL,BRK,L,32.07,5,13,0.385,1,7,0.143,10,11,0.909,1,3,4,4,0,0,4,2,21,13.1,2024-10-27
Jordan Hawkins,NOP,POR,L,34.22,6,13,0.462,2,4,0.5,3,3,1.0,1,6,7,3,0,0,2,0,17,12.9,2024-10-27
Brook Lopez,MIL,BRK,L,28.97,6,9,0.667,3,5,0.6,0,0,0.0,0,4,4,0,2,0,1,1,15,12.9,2024-10-27
Obi Toppin,IND,PHI,L,22.85,4,8,0.5,1,3,0.333,6,7,0.857,2,2,4,1,2,0,2,1,15,12.9,2024-10-27
Luguentz Dort,OKC,ATL,W,28.83,5,7,0.714,4,6,0.667,2,2,1.0,1,1,2,1,0,0,0,5,16,12.8,2024-10-27
Nic Claxton,BRK,MIL,W,21.78,5,6,0.833,0,0,0.0,0,0,0.0,5,6,11,1,0,2,1,4,10,12.6,2024-10-27
Kevon Looney,GSW,LAC,L,20.07,4,9,0.444,0,0,0.0,2,4,0.5,5,6,11,3,3,0,1,4,10,12.3,2024-10-27
Donovan Clingan,POR,NOP,W,13.15,4,6,0.667,0,0,0.0,1,1,1.0,6,3,9,0,0,2,0,3,9,11.7,2024-10-27
David Roddy,ATL,OKC,L,19.63,4,5,0.8,1,1,1.0,1,3,0.333,2,3,5,3,0,0,0,0,10,11.7,2024-10-27
Trae Young,ATL,OKC,L,37.05,7,14,0.5,2,7,0.286,8,8,1.0,0,1,1,8,0,0,10,3,24,11.7,2024-10-27
Tyrese Haliburton,IND,PHI,L,37.3,8,18,0.444,4,9,0.444,2,5,0.4,1,3,4,2,0,1,3,2,22,11.3,2024-10-27
Zaccharie Risacher,ATL,OKC,L,26.92,6,12,0.5,0,2,0.0,1,2,0.5,3,3,6,2,1,1,1,1,13,11.3,2024-10-27
Andre Drummond,PHI,IND,W,37.23,4,6,0.667,0,1,0.0,1,1,1.0,5,12,17,1,2,1,4,5,9,10.9,2024-10-27
Garrison Mathews,ATL,OKC,L,21.62,4,9,0.444,4,8,0.5,2,2,1.0,1,1,2,2,2,0,1,5,14,10.7,2024-10-27
Onyeka Okongwu,ATL,OKC,L,23.37,3,9,0.333,1,2,0.5,7,9,0.778,2,1,3,1,1,0,0,2,14,10.7,2024-10-27
Norman Powell,LAC,GSW,W,28.08,8,15,0.533,2,7,0.286,2,3,0.667,0,1,1,0,0,1,1,4,20,10.7,2024-10-27
Cameron Johnson,BRK,MIL,W,28.52,5,12,0.417,3,9,0.333,0,0,0.0,0,6,6,3,2,0,1,3,13,10.3,2024-10-27
Kris Dunn,LAC,GSW,W,28.45,3,5,0.6,0,2,0.0,0,1,0.0,0,9,9,4,4,0,2,2,6,10.0,2024-10-27
Jonathan Kuminga,GSW,LAC,L,22.05,4,10,0.4,1,6,0.167,3,6,0.5,3,2,5,1,3,0,1,2,12,10.0,2024-10-27
Eric Gordon,PHI,IND,W,31.85,5,10,0.5,2,7,0.286,3,4,0.75,0,1,1,1,0,1,1,1,15,9.9,2024-10-27
Brandon Ingram,NOP,POR,L,31.62,7,17,0.412,0,3,0.0,0,0,0.0,1,7,8,6,0,0,2,2,14,9.1,2024-10-27
Clint Capela,ATL,OKC,L,21.58,3,8,0.375,0,0,0.0,0,1,0.0,5,5,10,2,1,1,0,1,6,8.9,2024-10-27
Herbert Jones,NOP,POR,L,31.17,5,7,0.714,1,3,0.333,1,2,0.5,2,0,2,1,2,0,2,5,12,8.8,2024-10-27
T.J. McConnell,IND,PHI,L,21.43,5,10,0.5,0,0,0.0,0,0,0.0,2,3,5,4,1,0,2,1,10,8.7,2024-10-27
KJ Martin,PHI,IND,W,21.58,3,3,1.0,1,1,1.0,1,2,0.5,2,1,3,1,1,0,0,4,8,8.5,2024-10-27
Aaron Wiggins,OKC,ATL,W,18.1,3,4,0.75,1,2,0.5,2,2,1.0,1,0,1,1,1,0,1,1,9,8.4,2024-10-27
Aaron Nesmith,IND,PHI,L,28.42,2,4,0.5,1,1,1.0,5,5,1.0,1,6,7,1,1,0,2,5,10,8.2,2024-10-27
Deni Avdija,POR,NOP,W,29.93,4,12,0.333,1,5,0.2,2,2,1.0,3,3,6,3,1,0,1,3,11,8.1,2024-10-27
Caleb Martin,PHI,IND,W,36.83,6,16,0.375,1,5,0.2,4,6,0.667,4,8,12,1,1,0,5,4,17,7.7,2024-10-27
Yves Missi,NOP,POR,L,20.23,2,4,0.5,0,0,0.0,1,1,1.0,3,0,3,2,2,2,1,3,5,7.7,2024-10-27
Javonte Green,NOP,POR,L,15.48,2,3,0.667,1,2,0.5,2,2,1.0,2,1,3,0,0,2,0,3,7,7.6,2024-10-27
Zion Williamson,NOP,POR,L,28.03,3,12,0.25,0,0,0.0,8,10,0.8,2,1,3,4,0,1,3,3,14,7.0,2024-10-27
Ben Sheppard,IND,PHI,L,15.02,2,3,0.667,2,2,1.0,0,0,0.0,0,2,2,2,0,0,0,0,6,6.7,2024-10-27
Amir Coffey,LAC,GSW,W,19.72,3,5,0.6,1,1,1.0,1,2,0.5,1,2,3,0,0,0,0,1,8,6.2,2024-10-27
Kyle Lowry,PHI,IND,W,17.13,2,4,0.5,2,3,0.667,0,0,0.0,0,1,1,2,1,0,0,2,6,5.9,2024-10-27
De'Anthony Melton,GSW,LAC,L,17.1,3,5,0.6,2,4,0.5,0,0,0.0,0,1,1,0,0,1,0,2,8,5.9,2024-10-27
Andrew Nembhard,IND,PHI,L,31.42,3,11,0.273,1,4,0.25,3,4,0.75,0,2,2,8,0,0,1,6,10,5.9,2024-10-27
Myles Turner,IND,PHI,L,37.27,4,11,0.364,2,5,0.4,4,8,0.5,0,4,4,2,4,1,6,5,14,5.6,2024-10-27
Kelly Oubre,PHI,IND,W,37.9,6,18,0.333,0,4,0.0,2,3,0.667,3,5,8,0,2,0,2,4,14,5.4,2024-10-27
Noah Clowney,BRK,MIL,W,21.2,4,13,0.308,3,8,0.375,2,2,1.0,1,3,4,0,0,0,1,2,13,5.3,2024-10-27
Ziaire Williams,BRK,MIL,W,18.43,3,8,0.375,1,2,0.5,0,0,0.0,2,2,4,0,1,1,0,3,7,5.1,2024-10-27
Gary Payton,GSW,LAC,L,13.55,2,5,0.4,0,1,0.0,2,2,1.0,2,1,3,0,0,0,0,1,6,4.6,2024-10-27
Ben Simmons,BRK,MIL,W,23.78,1,3,0.333,0,0,0.0,0,0,0.0,2,4,6,6,1,0,2,4,2,4.5,2024-10-27
Jose Alvarado,NOP,POR,L,15.7,1,5,0.2,1,4,0.25,0,0,0.0,1,0,1,4,1,1,0,2,3,4.3,2024-10-27
Daniel Theis,NOP,POR,L,16.55,1,2,0.5,0,1,0.0,0,0,0.0,1,3,4,1,0,2,0,1,2,4.3,2024-10-27
Nicolas Batum,LAC,GSW,W,15.47,2,4,0.5,1,3,0.333,0,0,0.0,2,2,4,2,0,0,1,3,5,4.2,2024-10-27
Dyson Daniels,ATL,OKC,L,34.28,3,11,0.273,0,4,0.0,1,2,0.5,2,6,8,2,1,1,1,3,7,4.2,2024-10-27
Kevin Porter,LAC,GSW,W,16.8,2,7,0.286,1,2,0.5,2,2,1.0,0,0,0,3,2,0,2,3,7,3.8,2024-10-27
Jabari Walker,POR,NOP,W,14.53,2,7,0.286,1,2,0.5,2,2,1.0,2,3,5,0,0,1,1,3,7,3.7,2024-10-27
Cason Wallace,OKC,ATL,W,23.3,2,6,0.333,1,4,0.25,0,0,0.0,0,4,4,1,3,0,2,2,5,3.7,2024-10-27
Alex Caruso,OKC,ATL,W,21.35,1,3,0.333,0,2,0.0,0,1,0.0,1,1,2,1,3,2,2,1,2,3.6,2024-10-27
Ousmane Dieng,OKC,ATL,W,8.4,2,4,0.5,1,3,0.333,0,0,0.0,0,1,1,0,0,0,0,0,5,3.3,2024-10-27
Adam Flagler,OKC,ATL,W,1.88,1,1,1.0,1,1,1.0,0,0,0.0,0,1,1,0,0,0,0,0,3,3.0,2024-10-27
Guerschon Yabusele,PHI,IND,W,17.28,0,4,0.0,0,2,0.0,0,0,0.0,5,1,6,4,1,0,1,2,0,3.0,2024-10-27
Taurean Prince,MIL,BRK,L,33.95,1,4,0.25,1,2,0.5,0,0,0.0,2,5,7,1,1,0,2,1,3,2.8,2024-10-27
Rayan Rupert,POR,NOP,W,3.72,0,0,0.0,0,0,0.0,0,0,0.0,1,1,2,1,2,0,1,0,0,2.7,2024-10-27
Scoot Henderson,POR,NOP,W,30.32,2,12,0.167,1,4,0.25,4,4,1.0,1,4,5,7,0,0,4,4,9,2.6,2024-10-27
Ajay Mitchell,OKC,ATL,W,14.45,0,1,0.0,0,0,0.0,0,0,0.0,0,3,3,3,0,1,0,1,0,2.6,2024-10-27
Jarace Walker,IND,PHI,L,4.28,1,1,1.0,0,0,0.0,1,1,1.0,0,1,1,0,0,0,0,1,3,2.6,2024-10-27
Jalen Wilson,BRK,MIL,W,14.32,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,2,0,0,0,2,2,2.6,2024-10-27
Alex Reese,OKC,ATL,W,1.88,1,1,1.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,2,2.4,2024-10-27
A.J. Green,MIL,BRK,L,12.87,1,4,0.25,1,4,0.25,2,2,1.0,0,0,0,1,0,0,1,0,5,2.3,2024-10-27
Andre Jackson,MIL,BRK,L,3.43,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,2,0,0,1,0,2.3,2024-10-27
Jaylen Martin,BRK,MIL,W,1.97,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,1,3,2.3,2024-10-27
Tyler Smith,MIL,BRK,L,3.43,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,2,2.0,2024-10-27
Kris Murray,POR,NOP,W,15.17,2,3,0.667,1,2,0.5,0,2,0.0,0,1,1,1,0,0,2,0,5,1.9,2024-10-27
Bennedict Mathurin,IND,PHI,L,21.15,2,6,0.333,0,4,0.0,1,2,0.5,1,1,2,2,0,0,1,2,5,1.8,2024-10-27
AJ Johnson,MIL,BRK,L,3.43,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,1.7,2024-10-27
Vit Krejci,ATL,OKC,L,20.25,2,7,0.286,1,3,0.333,0,0,0.0,1,3,4,2,1,0,2,3,5,1.7,2024-10-27
Jared McCain,PHI,IND,W,17.4,2,5,0.4,0,2,0.0,0,0,0.0,1,1,2,1,0,0,1,1,4,1.6,2024-10-27
Gary Trent,MIL,BRK,L,27.9,2,8,0.25,2,6,0.333,3,4,0.75,0,0,0,2,0,0,2,4,9,1.6,2024-10-27
Keaton Wallace,ATL,OKC,L,3.05,0,1,0.0,0,0,0.0,2,2,1.0,0,1,1,0,0,0,0,0,2,1.6,2024-10-27
Pat Connaughton,MIL,BRK,L,17.07,1,4,0.25,1,3,0.333,0,0,0.0,1,2,3,2,0,0,1,2,3,1.5,2024-10-27
Dorian Finney-Smith,BRK,MIL,W,24.83,1,8,0.125,1,7,0.143,0,0,0.0,1,2,3,2,2,0,0,3,3,1.3,2024-10-27
